customer_id,transaction_id,order_id,timestamp,amount,transaction_status,payment_method,bank,failure_reason,checkout_started,checkout_completed,cart_value,subscription_id,subscription_status,subscription_amount,renewal_date,invoice_id,invoice_amount,invoice_due_date,invoice_status,mandate_id,mandate_status,retry_count,payment_method_id,payment_method_expiry,product_id,product_category,product_price,promise_date,promise_status
C04315,T025095,O025095,2026-03-02T09:36:20,2598.0,SUCCESS,UPI,SBI,,True,True,2690.7,,,,,,,,,,,,PM03750,2028-04-10,P00003,Accessories,1299.0,,
C03332,T025096,O025096,2026-03-02T09:41:47,499.0,FAILED,CARD,ICICI_BANK,network_error,True,False,564.38,,,,,,,,,,,,PM02432,2027-03-28,P00066,Accessories,499.0,,
C01416,T025097,O025097,2026-03-02T09:48:30,999.0,SUCCESS,MANDATE,KOTAK_BANK,,True,True,1036.81,,,,,,,,,,,,PM03731,2027-01-29,P00463,Cloud Services,999.0,,
C02037,T025098,O025098,2026-03-02T09:52:54,15000.0,SUCCESS,UPI,HDFC_BANK,,True,True,17644.16,,,,,,,,,,,,PM00001,2027-12-31,P00168,Electronics,15000.0,,
C00193,T025099,O025099,2026-03-02T09:53:37,2999.0,PENDING,UPI,KOTAK_BANK,,True,False,3249.39,,,,,,,,,,,,PM04006,2027-05-03,P00311,Accessories,2999.0,,
C04617,T025100,O025100,2026-03-02T09:55:15,2499.0,SUCCESS,UPI,AXIS_BANK,,True,True,2908.77,S01916,ACTIVE,999.0,2026-09-05,,,,,M01916,ACTIVE,0.0,PM01916,2026-09-29,P00092,Cloud Services,2499.0,,
C03837,T025101,O025101,2026-03-02T10:01:30,499.0,FAILED,UPI,HDFC_BANK,card_expired,True,False,564.67,,,,,INV09906,25000.0,2026-07-27,OVERDUE,,,,PM00001,2027-12-31,P00466,Accessories,499.0,2026-09-10,PENDING
C03022,T025102,O025102,2026-03-02T10:07:01,799.0,SUCCESS,UPI,HDFC_BANK,,True,True,994.57,,,,,,,,,,,,PM00001,2027-12-31,P00187,Office Supplies,799.0,,
C04862,T025103,O025103,2026-03-02T10:08:00,2499.0,SUCCESS,CARD,HDFC_BANK,,True,True,3073.39,,,,,,,,,,,,PM04443,2028-06-02,P00002,Accessories,2499.0,,
C04657,T025104,O025104,2026-03-02T10:12:41,4999.0,FAILED,UPI,HDFC_BANK,insufficient_funds,True,False,5157.3,,,,,,,,,,,,PM00001,2027-12-31,P00361,Accessories,4999.0,,
C04625,T025105,O025105,2026-03-02T10:20:27,1999.0,SUCCESS,NETBANKING,ICICI_BANK,,True,True,2134.99,,,,,,,,,,,,PM04701,2026-09-28,P00384,Office Supplies,1999.0,,
C01465,T025106,O025106,2026-03-02T10:21:22,29999.0,SUCCESS,UPI,HDFC_BANK,,True,True,32284.39,,,,,,,,,,,,PM00001,2027-12-31,P00009,Software,29999.0,,
C01089,T025107,O025107,2026-03-02T10:33:15,120000.0,SUCCESS,UPI,ICICI_BANK,,True,True,145715.17,,,,,,,,,,,,PM03771,2027-01-19,P00498,Electronics,120000.0,,
C03715,T025108,O025108,2026-03-02T10:36:41,799.0,SUCCESS,NETBANKING,ICICI_BANK,,True,True,886.36,,,,,,,,,,,,PM01675,2028-10-18,P00379,Office Supplies,799.0,,
C01592,T025109,O025109,2026-03-02T10:39:43,1999.0,SUCCESS,UPI,KOTAK_BANK,,True,True,2269.12,S02923,ACTIVE,1499.0,2026-09-06,,,,,,,,PM04526,2026-12-04,P00122,Office Supplies,1999.0,,
C01306,T025110,O025110,2026-03-02T10:40:13,85000.0,SUCCESS,CARD,ICICI_BANK,,True,True,104059.77,,,,,,,,,,,,PM04590,2029-02-12,P00101,Electronics,85000.0,,
C01201,T025111,O025111,2026-03-02T10:45:38,2499.0,SUCCESS,CARD,SBI,,True,True,2579.43,,,,,,,,,,,,PM03923,2027-04-19,P00186,Software,2499.0,,
C00326,T025112,O025112,2026-03-02T10:45:55,1999.0,SUCCESS,UPI,HDFC_BANK,,True,True,2461.94,,,,,,,,,,,,PM00001,2027-12-31,P00474,Office Supplies,1999.0,,
C03637,T025113,O025113,2026-03-02T10:46:38,1299.0,SUCCESS,NETBANKING,CITI_BANK,,True,True,1489.49,,,,,,,,,M00643,ACTIVE,0.0,PM00643,2029-01-25,P00003,Accessories,1299.0,,
C00044,T025114,O025114,2026-03-02T10:48:47,45000.0,SUCCESS,CARD,ICICI_BANK,,True,True,45988.5,,,,,,,,,,,,PM04092,2029-01-08,P00336,Electronics,45000.0,,
C02804,T025115,O025115,2026-03-02T10:53:46,499.0,SUCCESS,UPI,AXIS_BANK,,True,True,593.01,,,,,,,,,,,,PM03307,2027-01-10,P00104,Accessories,499.0,,
C01269,T025116,O025116,2026-03-02T10:54:46,29999.0,SUCCESS,UPI,CITI_BANK,,True,True,33271.83,,,,,,,,,,,,PM04720,2027-03-12,P00481,Software,29999.0,,
C03348,T025117,O025117,2026-03-02T10:56:50,2499.0,SUCCESS,CARD,SBI,,True,True,2676.27,,,,,,,,,,,,PM04189,2026-12-11,P00002,Accessories,2499.0,,
C04763,T025118,O025118,2026-03-02T10:57:25,5999.0,SUCCESS,UPI,HDFC_BANK,,True,True,7259.35,,,,,,,,,,,,PM00001,2027-12-31,P00008,Office Supplies,5999.0,,
C03455,T025119,O025119,2026-03-02T11:00:02,9998.0,SUCCESS,UPI,HDFC_BANK,,True,True,11540.54,,,,,,,,,,,,PM00001,2027-12-31,P00228,Accessories,4999.0,,
C01855,T025120,O025120,2026-03-02T11:00:26,1999.0,SUCCESS,CARD,HDFC_BANK,,True,True,2182.29,S02527,CANCELLED,499.0,2026-08-23,,,,,M02527,ACTIVE,0.0,PM02527,2026-12-06,P00122,Office Supplies,1999.0,,
C00848,T025121,O025121,2026-03-02T11:00:31,45000.0,SUCCESS,UPI,HDFC_BANK,,True,True,47215.38,,,,,,,,,,,,PM00001,2027-12-31,P00450,Electronics,45000.0,,
C01661,T025122,O025122,2026-03-02T11:04:26,999.0,SUCCESS,UPI,KOTAK_BANK,,True,True,1085.51,S01919,ACTIVE,499.0,2026-08-10,,,,,,,,PM01919,2026-06-29,P00464,Software,999.0,,
C02268,T025123,O025123,2026-03-02T11:12:49,4999.0,SUCCESS,CARD,SBI,,True,True,5536.23,,,,,,,,,M02576,ACTIVE,0.0,PM02576,2028-11-03,P00213,Software,4999.0,,
C04422,T025124,O025124,2026-03-02T11:13:59,999.0,SUCCESS,UPI,HDFC_BANK,,True,True,1218.47,,,,,INV09714,120000.0,2026-08-29,OVERDUE,,,,PM00001,2027-12-31,P00299,Software,999.0,2026-09-10,PENDING
C04907,T025125,O025125,2026-03-02T11:19:00,799.0,SUCCESS,UPI,ICICI_BANK,,True,True,817.25,,,,,,,,,,,,PM04821,2028-05-05,P00074,Office Supplies,799.0,,
C04690,T025126,O025126,2026-03-02T11:26:41,29999.0,SUCCESS,UPI,HDFC_BANK,,True,True,33468.2,,,,,,,,,,,,PM00001,2027-12-31,P00138,Cloud Services,29999.0,,
C02504,T025127,O025127,2026-03-02T11:33:38,15000.0,SUCCESS,NETBANKING,SBI,,True,True,16235.73,,,,,INV09853,50000.0,2026-06-22,OVERDUE,,,,PM03443,2026-09-01,P00263,Electronics,15000.0,,
C02357,T025128,O025128,2026-03-02T11:45:33,85000.0,SUCCESS,UPI,KOTAK_BANK,,True,True,102268.9,S01631,ACTIVE,499.0,2026-08-21,,,,,M01631,ACTIVE,0.0,PM01631,2026-12-20,P00101,Electronics,85000.0,,
C01305,T025129,O025129,2026-03-02T11:54:21,1299.0,SUCCESS,UPI,SBI,,True,True,1613.23,S02312,ACTIVE,499.0,2026-09-15,,,,,,,,PM03159,2026-10-15,P00003,Accessories,1299.0,,
C01865,T025130,O025130,2026-03-02T12:00:32,2499.0,SUCCESS,UPI,HDFC_BANK,,True,True,2580.5,,,,,,,,,,,,PM00001,2027-12-31,P00002,Accessories,2499.0,,
C04630,T025131,O025131,2026-03-02T12:05:28,299.0,SUCCESS,UPI,HDFC_BANK,,True,True,332.77,,,,,,,,,,,,PM00001,2027-12-31,P00409,Hardware,299.0,,
C04320,T025132,O025132,2026-03-02T12:17:35,65000.0,SUCCESS,UPI,ICICI_BANK,,True,True,77074.65,,,,,,,,,,,,PM04937,2027-05-28,P00001,Electronics,65000.0,,
C00705,T025133,O025133,2026-03-02T12:18:18,2499.0,SUCCESS,CARD,AXIS_BANK,,True,True,2506.62,,,,,,,,,,,,PM01312,2027-06-08,P00002,Accessories,2499.0,,
C01719,T025134,O025134,2026-03-02T12:24:50,799.0,SUCCESS,UPI,HDFC_BANK,,True,True,990.34,,,,,,,,,,,,PM00001,2027-12-31,P00442,Hardware,799.0,,
C02886,T025135,O025135,2026-03-02T12:25:48,5999.0,SUCCESS,UPI,HDFC_BANK,,True,True,6058.73,,,,,,,,,,,,PM00001,2027-12-31,P00468,Office Supplies,5999.0,,
C00500,T025136,O025136,2026-03-02T12:29:19,4999.0,FAILED,UPI,SBI,insufficient_funds,True,False,6115.64,S02414,ACTIVE,1499.0,2026-08-04,,,,,M02414,FAILED,0.0,PM02414,2027-08-20,P00221,Software,4999.0,,
C01706,T025137,O025137,2026-03-02T12:45:04,65000.0,SUCCESS,UPI,ICICI_BANK,,True,True,70755.33,,,,,,,,,,,,PM04116,2029-02-22,P00001,Electronics,65000.0,,
C02914,T025138,O025138,2026-03-02T12:45:07,2499.0,SUCCESS,UPI,HDFC_BANK,,True,True,2781.09,,,,,,,,,,,,PM00001,2027-12-31,P00356,Software,2499.0,,
C02232,T025139,O025139,2026-03-02T12:50:52,85000.0,SUCCESS,UPI,HDFC_BANK,,True,True,96363.32,,,,,,,,,,,,PM00001,2027-12-31,P00152,Electronics,85000.0,,
C04326,T025140,O025140,2026-03-02T12:53:08,999.0,SUCCESS,MANDATE,HDFC_BANK,,True,True,1088.34,,,,,,,,,,,,PM04183,2027-04-29,P00097,Accessories,999.0,,
C02955,T025141,O025141,2026-03-02T12:54:55,2499.0,SUCCESS,UPI,HDFC_BANK,,True,True,2925.49,,,,,,,,,,,,PM00001,2027-12-31,P00280,Cloud Services,2499.0,,
C03365,T025142,O025142,2026-03-02T12:57:16,2998.0,SUCCESS,UPI,SBI,,True,True,3248.8,,,,,,,,,,,,PM04921,2027-01-13,P00017,Accessories,1499.0,,
C02639,T025143,O025143,2026-03-02T12:59:48,45000.0,SUCCESS,UPI,HDFC_BANK,,True,True,51677.14,,,,,,,,,,,,PM00001,2027-12-31,P00434,Electronics,45000.0,,
C01488,T025144,O025144,2026-03-02T13:00:52,499.0,SUCCESS,UPI,HDFC_BANK,,True,True,516.56,,,,,,,,,,,,PM00001,2027-12-31,P00320,Accessories,499.0,,
C02955,T025145,O025145,2026-03-02T13:08:28,4999.0,SUCCESS,UPI,HDFC_BANK,,True,True,5075.12,,,,,,,,,,,,PM00001,2027-12-31,P00048,Accessories,4999.0,,
C04991,T025146,O025146,2026-03-02T13:18:12,65000.0,SUCCESS,CARD,SBI,,True,True,74978.46,,,,,,,,,,,,PM03611,2027-02-08,P00001,Electronics,65000.0,,
C00999,T025147,O025147,2026-03-02T13:22:55,1999.0,SUCCESS,MANDATE,ICICI_BANK,,True,True,2240.65,,,,,,,,,,,,PM03011,2026-11-29,P00220,Office Supplies,1999.0,,
C03636,T025148,O025148,2026-03-02T13:28:53,1299.0,FAILED,UPI,HDFC_BANK,network_error,True,False,1555.36,,,,,,,,,M01886,FAILED,1.0,PM01886,2028-06-05,P00003,Accessories,1299.0,,
C03571,T025149,O025149,2026-03-02T13:32:41,65000.0,SUCCESS,UPI,HDFC_BANK,,True,True,77118.71,,,,,,,,,,,,PM00001,2027-12-31,P00001,Electronics,65000.0,,
C03887,T025150,O025150,2026-03-02T13:32:50,499.0,FAILED,UPI,HDFC_BANK,network_error,True,False,617.39,,,,,,,,,,,,PM00001,2027-12-31,P00288,Accessories,499.0,,
C02166,T025151,O025151,2026-03-02T13:33:49,2499.0,SUCCESS,UPI,CITI_BANK,,True,True,3102.75,,,,,,,,,M00661,ACTIVE,0.0,PM00661,2027-09-10,P00002,Accessories,2499.0,,
C00051,T025152,O025152,2026-03-02T13:35:35,25000.0,SUCCESS,UPI,HDFC_BANK,,True,True,27919.51,,,,,INV09098,50000.0,2026-06-20,PAID,,,,PM00001,2027-12-31,P00340,Electronics,25000.0,,
C04560,T025153,O025153,2026-03-02T13:45:06,14999.0,SUCCESS,NETBANKING,AXIS_BANK,,True,True,16713.1,,,,,,,,,,,,PM03699,2027-10-19,P00279,Cloud Services,14999.0,,
C01229,T025154,O025154,2026-03-02T13:47:23,799.0,SUCCESS,UPI,AXIS_BANK,,True,True,860.45,,,,,INV09474,4500000.0,2026-06-20,PAID,,,,PM03170,2027-02-04,P00359,Hardware,799.0,,
C01997,T025155,O025155,2026-03-02T13:52:32,9998.0,SUCCESS,MANDATE,KOTAK_BANK,,True,True,10231.95,,,,,,,,,,,,PM04461,2026-11-22,P00310,Accessories,4999.0,,
C04150,T025156,O025156,2026-03-02T14:01:54,999.0,SUCCESS,UPI,HDFC_BANK,,True,True,1195.57,,,,,,,,,,,,PM00001,2027-12-31,P00251,Accessories,999.0,,
C04354,T025157,O025157,2026-03-02T14:05:48,65000.0,SUCCESS,UPI,HDFC_BANK,,True,True,78397.97,,,,,,,,,,,,PM00001,2027-12-31,P00001,Electronics,65000.0,,
C03443,T025158,O025158,2026-03-02T14:12:09,499.0,SUCCESS,NETBANKING,SBI,,True,True,548.93,,,,,,,,,,,,PM04382,2026-09-27,P00019,Accessories,499.0,,
C02186,T025159,O025159,2026-03-02T14:15:11,25000.0,SUCCESS,CARD,HDFC_BANK,,True,True,28034.2,,,,,,,,,,,,PM04648,2028-11-06,P00210,Electronics,25000.0,,
C03192,T025160,O025160,2026-03-02T14:29:16,120000.0,PENDING,UPI,SBI,,True,False,130647.92,,,,,INV08940,25000.0,2026-07-10,OVERDUE,,,,PM04172,2026-09-08,P00369,Electronics,120000.0,,
C02125,T025161,O025161,2026-03-02T14:32:39,2999.0,SUCCESS,UPI,HDFC_BANK,,True,True,3268.97,,,,,,,,,,,,PM00001,2027-12-31,P00217,Accessories,2999.0,,
C01013,T025162,O025162,2026-03-02T14:33:48,499.0,FAILED,CARD,KOTAK_BANK,network_error,True,False,586.22,,,,,INV08210,50000.0,2026-09-21,PAID,,,,PM04881,2028-10-23,P00288,Accessories,499.0,,
C01656,T025163,O025163,2026-03-02T14:34:01,15000.0,FAILED,UPI,KOTAK_BANK,network_error,True,False,15126.07,S01737,ACTIVE,1499.0,2026-09-01,,,,,,,,PM01737,2028-07-04,P00190,Electronics,15000.0,,
C02986,T025164,O025164,2026-03-02T14:34:35,29999.0,SUCCESS,CARD,SBI,,True,True,33202.5,,,,,,,,,,,,PM04451,2027-04-03,P00138,Cloud Services,29999.0,,
C00406,T025165,O025165,2026-03-02T14:36:14,5999.0,SUCCESS,UPI,KOTAK_BANK,,True,True,6182.06,,,,,,,,,,,,PM04427,2027-11-15,P00404,Office Supplies,5999.0,,
C00113,T025166,O025166,2026-03-02T14:40:40,299.0,SUCCESS,UPI,HDFC_BANK,,True,True,361.04,,,,,INV09660,25000.0,2026-08-20,PAID,,,,PM03700,2028-10-22,P00314,Hardware,299.0,,
C00023,T025167,O025167,2026-03-02T14:41:20,299.0,SUCCESS,UPI,ICICI_BANK,,True,True,348.03,,,,,,,,,,,,PM02310,2026-07-15,P00314,Hardware,299.0,,
C00507,T025168,O025168,2026-03-02T14:43:09,65000.0,SUCCESS,UPI,HDFC_BANK,,True,True,67320.83,,,,,,,,,,,,PM00001,2027-12-31,P00001,Electronics,65000.0,,
C00616,T025169,O025169,2026-03-02T14:44:12,45000.0,SUCCESS,UPI,AXIS_BANK,,True,True,45833.84,,,,,,,,,,,,PM04260,2026-09-11,P00388,Electronics,45000.0,,
C03395,T025170,O025170,2026-03-02T14:44:53,29999.0,FAILED,CARD,HDFC_BANK,insufficient_funds,True,False,35996.98,,,,,,,,,,,,PM00303,2026-07-05,P00285,Software,29999.0,,
C02004,T025171,O025171,2026-03-02T14:46:36,1299.0,SUCCESS,UPI,ICICI_BANK,,True,True,1580.76,,,,,,,,,,,,PM03477,2027-10-28,P00003,Accessories,1299.0,,
C00233,T025172,O025172,2026-03-02T14:47:44,1299.0,SUCCESS,CARD,HDFC_BANK,,True,True,1620.48,,,,,,,,,,,,PM03344,2027-06-08,P00003,Accessories,1299.0,,
C00921,T025173,O025173,2026-03-02T14:49:16,120000.0,SUCCESS,UPI,ICICI_BANK,,True,True,128612.94,,,,,,,,,,,,PM01298,2028-09-10,P00038,Electronics,120000.0,,
C02556,T025174,O025174,2026-03-02T14:50:09,1999.0,SUCCESS,MANDATE,ICICI_BANK,,True,True,2492.51,,,,,,,,,,,,PM03768,2028-03-27,P00489,Hardware,1999.0,,
C03077,T025175,O025175,2026-03-02T14:51:24,999.0,SUCCESS,UPI,HDFC_BANK,,True,True,1133.54,,,,,INV09927,25000.0,2026-08-01,OVERDUE,,,,PM04726,2026-09-01,P00323,Software,999.0,2026-09-10,PENDING
C04933,T025176,O025176,2026-03-02T14:52:29,65000.0,SUCCESS,UPI,HDFC_BANK,,True,True,74532.58,,,,,,,,,,,,PM00001,2027-12-31,P00001,Electronics,65000.0,,
C02596,T025177,O025177,2026-03-02T14:53:08,499.0,SUCCESS,CARD,HDFC_BANK,,True,True,499.44,S00815,PAUSED,299.0,2026-08-06,,,,,M00815,ACTIVE,0.0,PM00815,2027-05-12,P00331,Accessories,499.0,,
C00523,T025178,O025178,2026-03-02T14:54:18,598.0,SUCCESS,UPI,HDFC_BANK,,True,True,647.87,,,,,INV08549,25000.0,2026-08-07,OVERDUE,,,,PM03210,2026-07-26,P00274,Hardware,299.0,2026-08-15,UNFULFILLED
C03198,T025179,O025179,2026-03-02T14:55:06,25000.0,SUCCESS,NETBANKING,KOTAK_BANK,,True,True,30898.23,,,,,,,,,,,,PM03701,2029-02-06,P00091,Electronics,25000.0,,
C03002,T025180,O025180,2026-03-02T15:01:56,120000.0,SUCCESS,UPI,HDFC_BANK,,True,True,122482.67,,,,,,,,,,,,PM00001,2027-12-31,P00118,Electronics,120000.0,,
C01668,T025181,O025181,2026-03-02T15:05:31,120000.0,SUCCESS,UPI,HDFC_BANK,,True,True,144286.93,S01819,ACTIVE,299.0,2026-09-01,INV09787,1200000.0,2026-09-02,ISSUED,M01819,ACTIVE,0.0,PM01819,2028-10-09,P00223,Electronics,120000.0,,
C03295,T025182,O025182,2026-03-02T15:05:55,4999.0,SUCCESS,UPI,ICICI_BANK,,True,True,5480.07,S01250,ACTIVE,999.0,2026-09-23,,,,,,,,PM04352,2027-08-13,P00361,Accessories,4999.0,,
C04700,T025183,O025183,2026-03-02T15:07:09,1499.0,FAILED,CARD,KOTAK_BANK,insufficient_funds,True,True,1543.43,S00727,PAST_DUE,1499.0,2026-08-21,,,,,,,,PM03055,2026-10-10,P00443,Accessories,1499.0,,
C00113,T025184,O025184,2026-03-02T15:15:05,85000.0,SUCCESS,UPI,HDFC_BANK,,True,True,87477.77,,,,,,,,,,,,PM03700,2028-10-22,P00174,Electronics,85000.0,,
C01013,T025185,O025185,2026-03-02T15:15:26,85000.0,SUCCESS,CARD,KOTAK_BANK,,True,True,94997.97,S02028,ACTIVE,299.0,2026-09-06,,,,,,,,PM04881,2028-10-23,P00371,Electronics,85000.0,,
C00523,T025186,O025186,2026-03-02T15:16:33,85000.0,SUCCESS,UPI,HDFC_BANK,,True,True,91782.6,S02251,ACTIVE,499.0,2026-09-16,,,,,M02251,ACTIVE,0.0,PM03210,2026-07-26,P00371,Electronics,85000.0,,
C03527,T025187,O025187,2026-03-02T15:16:57,5999.0,SUCCESS,CARD,KOTAK_BANK,,True,True,7002.22,,,,,,,,,,,,PM01441,2027-02-11,P00445,Office Supplies,5999.0,,
C03302,T025188,O025188,2026-03-02T15:17:18,2499.0,SUCCESS,UPI,SBI,,True,True,2565.88,,,,,,,,,M00517,ACTIVE,0.0,PM04789,2026-10-05,P00002,Accessories,2499.0,,
C00446,T025189,O025189,2026-03-02T15:22:51,4999.0,SUCCESS,UPI,HDFC_BANK,,True,True,6097.88,,,,,,,,,,,,PM00001,2027-12-31,P00374,Software,4999.0,,
C00615,T025190,O025190,2026-03-02T15:23:50,999.0,SUCCESS,CARD,ICICI_BANK,,True,True,1129.97,,,,,,,,,,,,PM04678,2027-12-18,P00405,Accessories,999.0,,
C04272,T025191,O025191,2026-03-02T15:26:47,29999.0,SUCCESS,UPI,HDFC_BANK,,True,True,32093.94,,,,,INV09492,120000.0,2026-07-27,PAID,,,,PM00001,2027-12-31,P00484,Software,29999.0,,
C02950,T025192,O025192,2026-03-02T15:31:43,2499.0,SUCCESS,NETBANKING,AXIS_BANK,,True,True,2891.13,,,,,INV09373,50000.0,2026-08-25,PAID,,,,PM04176,2026-12-05,P00002,Accessories,2499.0,,
C02554,T025193,O025193,2026-03-02T15:33:26,2999.0,SUCCESS,UPI,SBI,,True,True,3374.07,,,,,,,,,,,,PM04520,2028-06-14,P00254,Accessories,2999.0,,
C02637,T025194,O025194,2026-03-02T15:35:29,4999.0,FAILED,UPI,HDFC_BANK,insufficient_funds,True,True,5396.18,S01894,PAST_DUE,299.0,2026-08-25,,,,,,,,PM01894,2026-12-23,P00143,Accessories,4999.0,,
C00797,T025195,O025195,2026-03-02T15:36:29,1299.0,SUCCESS,UPI,ICICI_BANK,,True,True,1326.29,S02969,CANCELLED,499.0,2026-08-11,,,,,,,,PM03409,2027-08-30,P00003,Accessories,1299.0,,
C01976,T025196,O025196,2026-03-02T15:37:13,2499.0,SUCCESS,UPI,ICICI_BANK,,True,True,3093.35,S00792,PAST_DUE,299.0,2026-08-13,INV09847,25000.0,2026-06-30,OVERDUE,M00792,ACTIVE,0.0,PM04798,2028-02-20,P00002,Accessories,2499.0,,
C02896,T025197,O025197,2026-03-02T15:41:10,2499.0,SUCCESS,UPI,SBI,,True,True,2695.53,,,,,,,,,,,,PM03926,2026-06-30,P00002,Accessories,2499.0,,
C02469,T025198,O025198,2026-03-02T15:47:11,5999.0,SUCCESS,UPI,ICICI_BANK,,True,True,6211.39,,,,,,,,,,,,PM03528,2027-05-16,P00402,Hardware,5999.0,,
C02110,T025199,O025199,2026-03-02T15:47:26,65000.0,SUCCESS,CARD,ICICI_BANK,,True,True,72151.68,S01351,ACTIVE,299.0,2026-08-08,,,,,M01351,ACTIVE,0.0,PM01351,2026-07-02,P00001,Electronics,65000.0,,
C01371,T025200,O025200,2026-03-02T15:47:36,1499.0,FAILED,UPI,HDFC_BANK,insufficient_funds,True,False,1800.44,,,,,INV09929,250000.0,2026-07-12,OVERDUE,,,,PM00001,2027-12-31,P00380,Accessories,1499.0,2026-08-15,UNFULFILLED
C01818,T025201,O025201,2026-03-02T15:48:08,25000.0,SUCCESS,UPI,HDFC_BANK,,True,True,28665.26,,,,,,,,,,,,PM00001,2027-12-31,P00210,Electronics,25000.0,,
C03396,T025202,O025202,2026-03-02T15:50:20,4999.0,SUCCESS,UPI,HDFC_BANK,,True,True,5530.94,,,,,,,,,,,,PM00001,2027-12-31,P00082,Software,4999.0,,
C04883,T025203,O025203,2026-03-02T15:53:38,65000.0,SUCCESS,NETBANKING,CITI_BANK,,True,True,71756.91,S02702,PAUSED,999.0,2026-08-16,,,,,,,,PM02702,2026-09-10,P00001,Electronics,65000.0,,
C04508,T025204,O025204,2026-03-02T16:01:24,1499.0,SUCCESS,UPI,SBI,,True,True,1855.97,,,,,,,,,,,,PM03975,2026-07-18,P00480,Accessories,1499.0,,
C03982,T025205,O025205,2026-03-02T16:07:09,45000.0,SUCCESS,CARD,KOTAK_BANK,,True,True,55229.29,,,,,,,,,,,,PM00677,2028-01-26,P00434,Electronics,45000.0,,
C03577,T025206,O025206,2026-03-02T16:07:22,65000.0,SUCCESS,NETBANKING,SBI,,True,True,71115.64,,,,,,,,,,,,PM03524,2028-02-17,P00001,Electronics,65000.0,,
C02198,T025207,O025207,2026-03-02T16:17:01,2999.0,SUCCESS,UPI,HDFC_BANK,,True,True,3136.09,,,,,,,,,,,,PM04832,2028-09-27,P00167,Accessories,2999.0,,
C01955,T025208,O025208,2026-03-02T16:18:00,2499.0,SUCCESS,UPI,HDFC_BANK,,True,True,2935.59,,,,,,,,,,,,PM00001,2027-12-31,P00077,Cloud Services,2499.0,,
C03295,T025209,O025209,2026-03-02T16:21:45,499.0,FAILED,UPI,ICICI_BANK,card_expired,True,False,511.83,S01250,ACTIVE,999.0,2026-09-23,,,,,,,,PM04352,2027-08-13,P00466,Accessories,499.0,,
C00891,T025210,O025210,2026-03-02T16:26:14,499.0,SUCCESS,UPI,HDFC_BANK,,True,True,604.95,,,,,,,,,,,,PM04673,2027-01-19,P00244,Accessories,499.0,,
C04700,T025211,O025211,2026-03-02T16:30:54,120000.0,SUCCESS,CARD,KOTAK_BANK,,True,True,124499.95,,,,,,,,,,,,PM03055,2026-10-10,P00292,Electronics,120000.0,,
C00519,T025212,O025212,2026-03-02T16:32:14,4999.0,SUCCESS,UPI,HDFC_BANK,,True,True,6185.3,,,,,,,,,,,,PM00001,2027-12-31,P00231,Cloud Services,4999.0,,
C00513,T025213,O025213,2026-03-02T16:34:02,65000.0,SUCCESS,CARD,ICICI_BANK,,True,True,73895.09,,,,,INV09916,120000.0,2026-09-05,ISSUED,,,,PM00380,2027-04-16,P00001,Electronics,65000.0,,
C00870,T025214,O025214,2026-03-02T16:35:07,1499.0,SUCCESS,CARD,ICICI_BANK,,True,True,1530.14,,,,,INV09948,50000.0,2026-07-27,PAID,,,,PM03852,2027-02-01,P00062,Accessories,1499.0,,
C00338,T025215,O025215,2026-03-02T16:36:02,499.0,SUCCESS,UPI,HDFC_BANK,,True,True,558.39,,,,,,,,,,,,PM00074,2026-09-01,P00061,Accessories,499.0,,
C00248,T025216,O025216,2026-03-02T16:39:22,999.0,FAILED,UPI,HDFC_BANK,network_error,True,False,999.38,,,,,INV09957,25000.0,2026-06-10,OVERDUE,,,,PM00001,2027-12-31,P00482,Software,999.0,2026-08-15,UNFULFILLED
C00732,T025217,O025217,2026-03-02T16:39:22,499.0,SUCCESS,UPI,HDFC_BANK,,True,True,590.8,,,,,,,,,,,,PM04674,2027-01-20,P00225,Accessories,499.0,,
C01600,T025218,O025218,2026-03-02T16:42:58,29999.0,SUCCESS,UPI,HDFC_BANK,,True,True,34267.05,,,,,,,,,,,,PM00001,2027-12-31,P00138,Cloud Services,29999.0,,
C02826,T025219,O025219,2026-03-02T16:44:18,999.0,SUCCESS,UPI,HDFC_BANK,,True,True,1077.78,,,,,,,,,,,,PM00001,2027-12-31,P00276,Accessories,999.0,,
C02718,T025220,O025220,2026-03-02T16:47:33,45000.0,SUCCESS,UPI,HDFC_BANK,,True,True,46807.08,S01043,PAST_DUE,9999.0,2026-08-05,INV09941,120000.0,2026-07-06,OVERDUE,,,,PM01043,2026-11-13,P00336,Electronics,45000.0,2026-08-15,UNFULFILLED
C00365,T025221,O025221,2026-03-02T16:54:59,499.0,SUCCESS,CARD,AXIS_BANK,,True,True,551.32,,,,,,,,,,,,PM03060,2027-02-02,P00224,Accessories,499.0,,
C03497,T025222,O025222,2026-03-02T16:56:14,999.0,SUCCESS,MANDATE,AXIS_BANK,,True,True,1014.33,S01560,ACTIVE,299.0,2026-09-13,,,,,,,,PM01560,2027-12-09,P00464,Software,999.0,,
C01419,T025223,O025223,2026-03-02T16:56:43,2499.0,SUCCESS,UPI,SBI,,True,True,2804.17,,,,,,,,,,,,PM01374,2029-04-18,P00002,Accessories,2499.0,,
C02034,T025224,O025224,2026-03-02T17:00:46,1499.0,FAILED,MANDATE,SBI,network_error,True,True,1672.89,S01779,PAST_DUE,9999.0,2026-08-12,,,,,,,,PM01779,2028-07-26,P00345,Accessories,1499.0,,
